1	20406
1	87319	89163	89197	1
2	89873	89876	92296	1
3	89163	89873	89876	1
4	89769	89876	92919	1
5	89769	92919	93659	1
6	89876	92296	92919	1
7	91839	92296	92919	1
8	87319	89163	89876	1
9	87319	89769	89876	1
10	89163	89873	93413	1
11	89873	92079	93413	1
12	91839	92522	94119	1
13	91839	92919	94119	1
14	89873	92079	92296	1
15	87319	87764	89457	1
16	87319	89457	90088	1
17	87319	89769	90088	1
18	91839	92079	93732	1
19	92919	94119	96073	1
20	91839	92522	93732	1
21	92919	93659	96073	1
22	91839	92079	92296	1
23	89163	89197	92728	1
24	90088	93659	94191	1
25	93659	94191	96048	1
26	89769	90088	93659	1
27	87764	89457	90918	1
28	87764	90918	91072	1
29	87764	89197	92063	1
30	87764	91072	92063	1
31	94074	94554	95204	1
32	89457	90918	92997	1
33	90918	92378	92997	1
34	92522	94119	94554	1
35	87319	87764	89197	1
36	92522	94074	94554	1
37	93659	96073	97510	1
38	94119	94554	97096	1
39	93659	96048	97510	1
40	92522	93732	94208	1
41	92522	94074	94208	1
42	94074	94208	95961	1
43	92079	93413	93531	1
44	92079	93531	93732	1
45	94119	96073	97096	1
46	96073	96657	97096	1
47	96992	97096	97628	1
48	96992	97096	98924	1
49	94074	95204	98275	1
50	96073	96657	97510	1
51	94191	96048	97784	1
52	93413	93531	94195	1
53	89457	90088	92997	1
54	90088	92997	94191	1
55	95204	97628	98038	1
56	95204	98038	98705	1
57	96992	97628	98038	1
58	93711	93732	94208	1
59	93711	94208	94771	1
60	95204	98275	98705	1
61	97550	98275	99031	1
62	98275	98705	99031	1
63	91072	92063	93006	1
64	92063	93006	94547	1
65	93531	93711	93732	1
66	93531	93711	95101	1
67	89163	91700	93413	1
68	91700	93413	94195	1
69	90918	91072	94348	1
70	94554	95204	97628	1
71	94554	97096	97628	1
72	94074	95961	98275	1
73	94208	94771	95961	1
74	94771	95961	96725	1
75	95961	96725	97550	1
76	95961	97550	98275	1
77	93711	94771	95101	1
78	94771	95101	98295	1
79	93531	94195	97810	1
80	93531	95101	97810	1
81	100879	101609	106158	1
82	89163	91700	92728	1
83	91700	92728	93687	1
84	98705	99031	99307	1
85	98705	99307	99785	1
86	96048	97510	100272	1
87	97510	100272	101950	1
88	100272	100789	101950	1
89	89197	92063	92728	1
90	92063	92728	94547	1
91	92728	94547	95470	1
92	93006	94547	95877	1
93	94547	95877	96608	1
94	96657	97096	98924	1
95	99307	99906	101061	1
96	90918	92378	94348	1
97	92378	94348	95521	1
98	99307	99785	101151	1
99	99785	101151	102782	1
100	94556	95877	97432	1
101	92378	96014	96780	1
102	91072	93006	94135	1
103	91072	94135	94348	1
104	93006	94135	95877	1
105	94135	94348	95026	1
106	94135	94556	95877	1
107	94135	94556	97029	1
108	94135	95026	97029	1
109	95877	96608	96920	1
110	92378	92997	96014	1
111	96048	97784	100789	1
112	96048	100272	100789	1
113	97510	100739	101950	1
114	96530	100150	100879	1
115	100150	100879	102795	1
116	96725	97550	102172	1
117	97550	101976	102172	1
118	97550	100307	101976	1
119	100307	100550	101976	1
120	97550	99031	100307	1
121	101609	105651	106158	1
122	94348	95026	95521	1
123	100150	102527	102795	1
124	102473	102527	103101	1
125	102527	102795	103101	1
126	94556	97029	97855	1
127	95026	97029	98574	1
128	97029	97855	98574	1
129	96992	98038	99884	1
130	96992	99884	102086	1
131	94771	96725	98988	1
132	94771	98295	98988	1
133	96725	98988	102172	1
134	106920	109961	113307	1
135	109961	113307	113412	1
136	100283	103374	106278	1
137	100283	105651	106278	1
138	92997	94191	97386	1
139	94191	97386	97784	1
140	100283	101609	105651	1
141	102238	102340	102782	1
142	92378	95521	96780	1
143	91700	93687	97138	1
144	91700	94195	97138	1
145	100739	101950	103970	1
146	99638	100838	101061	1
147	99638	100838	103121	1
148	99638	101151	102488	1
149	101151	102488	102782	1
150	106920	107633	113307	1
151	107633	113307	114593	1
152	94195	97138	97810	1
153	113307	113648	114014	1
154	113307	114014	114593	1
155	96530	98655	100879	1
156	98655	99525	100879	1
157	99525	100879	101609	1
158	95877	96920	97432	1
159	96530	97432	98327	1
160	96530	98327	100150	1
161	96920	97432	98327	1
162	96920	98327	99882	1
163	98327	99882	100150	1
164	98038	98705	99884	1
165	99884	100091	102881	1
166	94547	95470	96608	1
167	95470	96608	98894	1
168	99031	99307	99906	1
169	99031	99906	100307	1
170	99906	100307	100550	1
171	99906	100550	101061	1
172	100550	100903	101061	1
173	113307	113412	113648	1
174	105651	106158	106920	1
175	106158	106920	108077	1
176	106920	108077	109961	1
177	99882	100150	102527	1
178	99882	102527	102682	1
179	99882	102682	103253	1
180	102473	102527	102682	1
181	96992	98924	101044	1
182	98924	101044	101152	1
183	101044	101152	103428	1
184	101152	103428	106945	1
185	99884	100091	102086	1
186	105651	106278	107633	1
187	105651	106920	107633	1
188	100838	100903	101061	1
189	100838	100903	104372	1
190	100903	102384	104372	1
191	92997	96014	97386	1
192	96014	97386	100301	1
193	96992	101044	102086	1
194	95026	98574	100094	1
195	98574	100094	100283	1
196	100094	100283	102498	1
197	101976	102172	105270	1
198	99882	101221	103253	1
199	102384	103312	104372	1
200	102384	103312	105553	1
201	95026	99533	100094	1
202	92728	93687	96011	1
203	92728	95470	96011	1
204	95026	95521	99533	1
205	95521	96780	99533	1
206	97855	98574	99525	1
207	97855	98655	99525	1
208	98574	99525	100283	1
209	99525	100283	101609	1
210	101044	102086	102237	1
211	114014	114133	114593	1
212	100550	101976	105972	1
213	95101	97810	98295	1
214	97810	98295	102663	1
215	99638	102488	103121	1
216	100838	103121	103572	1
217	102194	102261	102488	1
218	102194	102488	103121	1
219	102194	102788	102860	1
220	102194	102860	103572	1
221	102194	103121	103572	1
222	102261	102340	102488	1
223	102340	102488	102782	1
224	101044	103428	103865	1
225	96608	96920	101221	1
226	96608	98894	101221	1
227	96920	99882	101221	1
228	102682	103253	104050	1
229	100838	103572	104372	1
230	102860	103572	104314	1
231	102860	104314	104581	1
232	103572	104314	106552	1
233	103572	104372	106552	1
234	106278	107633	109665	1
235	100550	103653	105972	1
236	109273	110304	112407	1
237	101044	102237	104667	1
238	101044	103865	104667	1
239	104314	104581	105632	1
240	104581	105587	105632	1
241	105587	105632	107036	1
242	101152	104361	106945	1
243	97386	97784	103538	1
244	97386	100301	105363	1
245	97386	103538	105363	1
246	102237	104667	107068	1
247	103865	104667	106889	1
248	100789	101950	105808	1
249	101950	103970	105808	1
250	98988	102172	104828	1
251	98988	103115	104828	1
252	102172	104828	105270	1
253	96014	96780	102009	1
254	96780	99439	102009	1
255	96014	100301	102009	1
256	96780	99439	99533	1
257	99439	99533	102510	1
258	100283	102498	104295	1
259	100283	103374	104295	1
260	103374	104295	105001	1
261	103374	105001	109411	1
262	103374	106278	109411	1
263	99533	100094	102510	1
264	100094	102498	102510	1
265	99439	102510	104537	1
266	95470	98894	101252	1
267	102237	103714	104395	1
268	100550	100903	103653	1
269	100903	102384	102571	1
270	100903	102571	103653	1
271	102571	103653	105909	1
272	102384	102571	105553	1
