1	24994
1	7987	8356	8578	1
2	8356	8578	9297	1
3	8470	8578	8988	1
4	8578	8988	9297	1
5	8392	8639	8715	1
6	8277	8470	9114	1
7	8277	9100	9114	1
8	8927	8956	9114	1
9	8927	9100	9114	1
10	7987	8392	8578	1
11	7987	8392	8639	1
12	8277	8392	8470	1
13	8392	8470	8578	1
14	7987	8611	8639	1
15	8277	8392	8715	1
16	8277	8715	9045	1
17	8715	9004	9045	1
18	8639	8715	9200	1
19	8356	9131	9760	1
20	8356	9297	9760	1
21	9131	9760	9961	1
22	9297	9760	9766	1
23	9760	9766	10330	1
24	9004	9045	10071	1
25	9045	9815	10071	1
26	8277	9045	9100	1
27	8927	9100	9815	1
28	9045	9100	9815	1
29	8470	8988	9196	1
30	8956	9196	9509	1
31	8988	9196	9371	1
32	8988	9297	9860	1
33	8988	9371	9860	1
34	9196	9371	9509	1
35	9297	9766	9860	1
36	8715	9004	9128	1
37	8715	9128	9200	1
38	9128	9200	9692	1
39	8611	8639	8907	1
40	8611	8887	8907	1
41	7987	8356	8611	1
42	8356	8611	9131	1
43	8611	8887	9142	1
44	8611	9131	9142	1
45	9131	9142	9961	1
46	8927	8956	9744	1
47	8927	9744	10075	1
48	8927	9815	10075	1
49	8956	9509	9744	1
50	9815	10075	10987	1
51	8639	8907	9200	1
52	9815	10987	11636	1
53	8907	9200	9735	1
54	9200	9692	9975	1
55	9200	9735	9975	1
56	9371	9860	10445	1
57	9371	10445	10823	1
58	8887	9142	9948	1
59	8887	9676	9948	1
60	9676	9948	10668	1
61	8887	8907	9413	1
62	8887	9413	9452	1
63	9004	9128	9825	1
64	9004	9743	9825	1
65	9128	9692	9825	1
66	9672	9692	9825	1
67	9672	9743	9825	1
68	9142	9948	11954	1
69	8887	9452	9676	1
70	9452	9676	9950	1
71	10987	11322	12172	1
72	11322	12172	12556	1
73	9371	9509	10823	1
74	9509	9744	10546	1
75	10546	10687	10764	1
76	10764	10823	12178	1
77	9004	9743	10601	1
78	9004	10071	10601	1
79	9743	10601	10650	1
80	10071	10601	11084	1
81	10071	11084	11296	1
82	10601	10650	10859	1
83	10601	10859	11084	1
84	8907	9413	9735	1
85	9413	9735	10447	1
86	9142	9961	11954	1
87	9961	11544	11706	1
88	9961	11544	11954	1
89	9766	11319	12301	1
90	11319	12301	12439	1
91	10445	11319	12699	1
92	9766	10330	12230	1
93	9766	12230	12301	1
94	12230	12301	13616	1
95	11296	11636	14354	1
96	9413	9452	10063	1
97	9452	9950	10063	1
98	10687	11322	12035	1
99	11322	12035	12556	1
