1	20266
1	100562	101876	104423	1
2	100562	102213	104423	1
3	118628	119373	122581	1
4	119373	121129	122581	1
5	118628	119902	122581	1
6	121129	122581	123490	1
7	116023	117181	119658	1
8	116023	117507	119658	1
9	99845	100398	102682	1
10	99845	101341	102682	1
11	100398	102373	102682	1
12	114501	117685	119874	1
13	117181	119065	119658	1
14	99845	99847	100147	1
15	99845	100147	100398	1
16	100147	100266	100398	1
17	119065	119874	120442	1
18	120500	122107	124703	1
19	120500	123166	124703	1
20	123166	124703	125004	1
21	123942	124703	125913	1
22	124703	125004	125913	1
23	117507	119512	120237	1
24	119512	120237	121838	1
25	120131	120237	121838	1
26	100266	100398	100749	1
27	120442	121926	123282	1
28	100398	100749	102373	1
29	100457	100749	102870	1
30	100749	102373	102870	1
31	117685	118275	121926	1
32	117685	119874	121926	1
33	119874	120442	121926	1
34	121098	122147	122238	1
35	120300	121098	121588	1
36	121098	121588	122238	1
37	100457	102855	104426	1
38	100562	101876	104570	1
39	101876	104570	105383	1
40	101876	104617	105383	1
41	104570	105383	110464	1
42	104570	110265	110464	1
43	104617	105383	107518	1
44	105383	107518	110464	1
45	121838	123202	125319	1
46	123166	125319	125456	1
47	123202	125319	125456	1
48	129732	130532	131777	1
49	121588	122238	124146	1
50	119065	120442	121692	1
51	120131	121692	124559	1
52	120442	121692	122410	1
53	121692	122410	124559	1
54	122410	124559	125012	1
55	118275	121926	124085	1
56	121926	123282	124176	1
57	121926	124085	124176	1
58	123677	124085	124176	1
59	102373	102870	105280	1
60	102870	105280	106695	1
61	120131	121838	123202	1
62	100457	101588	104426	1
63	101588	104426	105156	1
64	99845	99847	101341	1
65	99847	100882	101341	1
66	99847	100882	102213	1
67	100562	100882	102213	1
68	100562	100882	102329	1
69	100562	102329	104570	1
70	100882	101341	103003	1
71	100882	102329	103003	1
72	101341	103003	105236	1
73	102329	103003	104570	1
74	103003	104570	107161	1
75	122147	122238	124027	1
76	100457	101588	104237	1
77	100457	102870	104237	1
78	120992	121570	123953	1
79	121570	123953	124993	1
80	104617	107518	108097	1
81	107518	108097	115145	1
82	108097	111692	115145	1
83	124993	129053	129726	1
84	129053	129726	133661	1
85	123677	124176	127293	1
86	107518	110464	115637	1
87	107518	115145	115637	1
88	115145	115637	124391	1
89	122410	122828	124295	1
90	119907	120300	121588	1
91	121588	124146	127712	1
92	121588	126415	127712	1
93	126415	127049	127712	1
94	102870	104237	106695	1
95	104237	106695	109524	1
96	106695	109524	110030	1
97	122410	124295	125012	1
98	101876	104423	109708	1
99	101876	104617	110830	1
100	101876	109708	110830	1
101	109961	111749	113111	1
102	109961	113111	116403	1
103	109961	113610	116403	1
104	123282	124176	125455	1
105	124176	125455	127293	1
106	107433	109961	111749	1
107	107433	110598	111749	1
108	110598	111749	114739	1
109	111749	113111	114739	1
110	111692	114370	117010	1
111	111692	115145	117010	1
112	114370	117010	119071	1
113	117010	119071	120876	1
114	101588	104237	105930	1
115	123677	124027	124085	1
116	123677	124027	126490	1
117	123677	127097	127293	1
118	127097	127293	129676	1
119	104237	105930	109524	1
120	127049	127712	128782	1
121	105280	106695	108828	1
122	106695	108828	110030	1
123	123677	126490	130689	1
124	110061	110153	111881	1
125	110061	110153	114271	1
126	108415	111496	114929	1
127	108415	112611	114929	1
128	101341	102682	105236	1
129	102373	102682	105280	1
130	102682	105236	105280	1
131	117848	120428	126299	1
132	127843	130689	131046	1
133	105295	105930	108907	1
134	114621	116129	116901	1
135	114621	116901	116952	1
136	104570	107161	110265	1
137	107161	110265	110647	1
138	122238	124027	124146	1
139	124027	124146	126490	1
140	124146	126490	128986	1
141	126490	128986	132369	1
142	121371	123245	128934	1
143	121371	128785	128934	1
144	127097	127843	130611	1
145	107433	108415	111496	1
146	107433	110598	111262	1
147	107433	111262	111496	1
148	110598	111262	114527	1
149	107433	108415	109961	1
150	108415	109961	110061	1
151	109961	110061	111881	1
152	109961	111881	113610	1
153	111881	112263	113610	1
154	105930	108907	109524	1
155	116769	119040	122843	1
156	119040	121570	122843	1
157	119040	122928	124170	1
158	120992	121570	122843	1
159	130532	131777	133935	1
160	113505	116686	118538	1
161	116686	116769	119040	1
162	116686	118538	119040	1
163	128782	128986	132369	1
164	128782	132369	133213	1
165	129162	129987	134320	1
166	129987	134320	137936	1
167	134320	137070	137936	1
168	123101	123590	128337	1
169	123101	128230	128337	1
170	110061	113977	114271	1
171	110061	113977	115314	1
172	111262	111496	116939	1
173	111262	112019	116939	1
174	111496	114929	115539	1
175	111496	115539	116939	1
176	114501	114929	117181	1
177	114929	115539	117181	1
178	115539	116023	117181	1
179	115539	116023	117729	1
180	115539	116939	117729	1
181	116023	117507	117729	1
182	116939	117729	121309	1
183	116939	118628	121309	1
184	117507	117729	119512	1
185	117729	119512	120714	1
186	117729	120714	121309	1
187	118628	119902	121309	1
188	131132	134689	134710	1
189	134637	134689	134710	1
190	110265	110647	119087	1
191	111262	112019	113505	1
192	111262	113505	114527	1
193	112019	113505	116686	1
194	116686	116769	121129	1
195	103003	105236	107161	1
196	105236	105280	108565	1
197	105236	107161	108565	1
198	127843	130742	131046	1
199	105295	108590	108907	1
200	104002	104147	105295	1
201	104002	105295	105930	1
202	104147	105295	106198	1
203	110153	110736	111152	1
204	110153	111152	112263	1
205	110153	111881	112263	1
206	110736	111152	111795	1
207	125841	128057	130386	1
208	127697	129470	130386	1
209	104147	106198	107205	1
210	106198	107018	107205	1
211	132947	136041	137219	1
212	129129	130611	131216	1
213	105280	108565	111014	1
214	105280	108828	111014	1
215	108565	111014	113842	1
216	127049	127862	128440	1
217	127049	128440	128782	1
218	128440	128782	130904	1
219	99847	102213	112330	1
220	111152	111795	111816	1
221	111152	111816	112263	1
222	111816	112263	114224	1
223	111816	113726	114224	1
224	112263	113610	115389	1
225	112263	114224	115389	1
226	114224	115389	115784	1
227	132369	133213	135771	1
228	132369	133437	135771	1
229	105295	106198	108590	1
230	108415	110061	112611	1
231	110061	112611	115314	1
232	112611	114501	114929	1
233	112611	114501	117685	1
234	112611	115314	117685	1
235	115314	115564	117685	1
236	108828	110030	114103	1
237	126490	131295	132369	1
238	131295	132369	133437	1
239	128782	130904	133213	1
240	136041	137219	138603	1
241	104002	104147	110095	1
242	104147	107205	110095	1
243	108828	111014	114103	1
244	119071	120876	122431	1
245	120876	122431	124262	1
246	120876	124262	125295	1
247	124262	125295	128015	1
248	124262	127086	128015	1
249	125529	127679	129197	1
250	127086	128015	130013	1
251	128057	129129	130848	1
252	110598	114527	117416	1
253	110598	114739	117684	1
254	110598	117416	117684	1
255	110265	110464	123015	1
256	110265	119087	123015	1
257	110464	115637	123015	1
258	111353	116041	117091	1
259	120686	121625	124020	1
260	125295	128015	132485	1
261	128015	130013	133013	1
262	128015	132485	133013	1
263	116769	120423	121129	1
264	120423	124574	124604	1
265	120992	124604	125372	1
266	124574	125053	128528	1
267	125053	128528	129162	1
268	125372	128528	129987	1
269	128528	129162	129987	1
270	110153	110736	114721	1
271	110153	114271	114721	1
272	113741	113977	114271	1
273	113741	113986	114271	1
274	113986	114271	114721	1
275	113986	114721	114817	1
276	107161	108565	110647	1
277	110647	116270	119087	1
278	131101	132491	132747	1
279	108907	109524	113289	1
280	108907	113289	113621	1
281	113289	113621	115447	1
282	113842	116270	121371	1
283	110736	111795	111805	1
284	111795	111816	112897	1
285	111816	112897	113726	1
286	112897	113726	114764	1
287	112897	114125	114764	1
288	114125	114445	114764	1
289	114125	114445	116738	1
290	114125	116582	116738	1
291	114445	114621	116738	1
292	115765	116582	117353	1
293	116582	116738	117353	1
294	130611	131216	134244	1
295	131216	134244	134513	1
296	113505	114527	118538	1
297	114370	119071	123386	1
298	114527	117416	118538	1
299	117416	118538	126094	1
300	117416	123386	126094	1
301	118538	119040	124170	1
302	118538	124170	125529	1
303	118538	125529	126094	1
304	108565	110647	113842	1
305	110647	113842	116270	1
306	131216	134513	134867	1
307	127843	130611	130742	1
308	130611	130742	134244	1
309	130742	134244	135100	1
310	100147	100266	106579	1
311	100266	102855	106579	1
312	102855	104426	109546	1
313	102855	106579	109546	1
314	114445	114621	116129	1
315	114445	114764	116704	1
316	114445	116129	116530	1
317	114445	116530	116704	1
318	119444	119877	125905	1
319	132747	132892	134889	1
320	106198	107018	108590	1
321	107018	108590	109314	1
322	108590	109314	110559	1
323	99847	100147	111160	1
324	99847	111160	112330	1
325	111160	112330	116326	1
326	113289	115447	118613	1
327	115447	118613	122340	1
328	108590	110559	112125	1
329	115145	117010	124326	1
330	115145	124326	124391	1
331	117010	120876	124326	1
332	120876	124326	125295	1
333	124326	125295	132485	1
334	124326	132485	133368	1
335	100147	106579	111160	1
336	122587	125183	128344	1
337	131295	133437	136055	1
338	132892	134889	135236	1
339	100266	100749	102855	1
340	100457	100749	102855	1
341	113741	113977	119189	1
342	113741	118818	119189	1
343	113977	115314	119189	1
344	115314	115564	119189	1
345	118818	119189	119907	1
346	119189	119907	120300	1
347	133213	135771	136462	1
348	135771	136462	136693	1
349	110030	114103	114292	1
350	111014	113842	119444	1
351	129129	130848	133267	1
352	129129	131216	133267	1
353	131216	133267	134867	1
354	132947	134689	135893	1
355	132947	135893	137219	1
356	134637	134689	135893	1
357	134637	135893	137743	1
358	135893	137219	137743	1
359	113842	119444	121371	1
360	119444	121371	123245	1
361	116270	119087	127766	1
362	116270	121371	128785	1
363	116270	127766	128785	1
364	109524	110030	114292	1
365	109524	113289	114292	1
366	133437	135771	136693	1
367	133983	134637	134710	1
368	133983	134637	135626	1
369	133983	135236	135626	1
370	107018	109672	115453	1
371	134244	134513	134632	1
372	138603	139502	139925	1
373	139502	139925	142491	1
